USAF	WBAN	STATION NAME	CTRY	ST CALL	LAT	LON	ELEV(M)	BEGIN	END
574500	99999	ZIGUI	CH		31.017	110.700	#FIELD!	19900401	20000216
574510	99999	LU-CONG-PO	CH		30.783	110.267	#FIELD!	19570601	20010615
574570	99999	GUAN-DIAN-GOU (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740421	20020930
574580	99999	WU-FENG	CH		30.200	110.667	#FIELD!	19570601	20100424
574610	99999	YICHANG	CH		30.733	111.367	#FIELD!	19560820	20190423
574620	99999	YI-CHANG (CHI-AFB)	CH		30.683	111.450	#FIELD!	19730101	20020703
574660	99999	JIANG-KOU (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740425	20020425
574720	99999	SHA-YANG (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740425	20020825
574760	99999	JIANGLING	CH		30.333	112.183	#FIELD!	19570601	20190423
574770	99999	SHA-SHI (?)	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020819
574780	99999	YANG-JIA-CHANG	CH		#FIELD!	#FIELD!	#FIELD!	19740615	20020523
574830	99999	FENSUIZUI NORTH	CH		30.650	113.650	#FIELD!	19570601	19610324
574910	99999							19731005	19740808
574940	99999	TIANHE	CH	ZHHH	30.784	114.208	#FIELD!	19560820	20190423
574941	99999	SANYA PHOENIX INTL	CH	ZJSY	18.303	109.412	#FIELD!	20040713	20190423
575030	99999	NEIJIANG	CH		29.617	105.117	#FIELD!	20030330	20190423
575040	99999	NEIJIANG	CH		29.583	105.050	#FIELD!	19560820	20020815
575060	99999	DA-ZU	CH		29.633	105.767	#FIELD!	19740423	20020415
575150	99999	CHONG-QING	CH		29.517	106.483	#FIELD!	19560820	19870114
575160	99999	JIANGBEI	CH	ZUCK	29.719	106.642	#FIELD!	19441111	20190423
575220	99999	FOU-LING	CH		29.717	107.400	#FIELD!	19591209	20020207
575250	99999	XIANG-GOU	CH		#FIELD!	#FIELD!	#FIELD!	19740613	19840131
575270	99999	NAN-CHUAN (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740422	20020529
575320	99999	WEN-TOU	CH		29.867	108.567	#FIELD!	19800803	20050722
575370	99999	PENG-SHUI	CH		29.250	108.167	#FIELD!	19570701	19740831
575450	99999	LAIFENG	CH		29.533	109.383	#FIELD!	19450430	20100424
575540	99999	SANGZHI	CH		29.400	110.167	#FIELD!	19591101	20190423
575570	99999	SHA-DI-QI	CH		29.050	110.133	#FIELD!	19800311	20021225
575620	99999	SHI-MEN	CH		29.583	111.300	#FIELD!	19591102	20100424
575640	99999	CI-LI	CH		#FIELD!	#FIELD!	#FIELD!	19740518	19830528
575690	99999	CHANG-DE (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740601	20020307
575720	99999	ZHI-ZHOU	CH		29.733	112.300	#FIELD!	19790903	20020605
575730	99999	JIAN-LI	CH		29.817	112.883	#FIELD!	19740805	20011003
575740	99999	ANXIANG	CH		29.433	112.183	#FIELD!	19591101	20100424
575760	99999	NAN XIAN SOUTH	CH		29.333	112.417	#FIELD!	19570601	19580731
575830	99999	PUQI	CH		29.717	113.883	#FIELD!	19570603	20100424
575840	99999	YUEYANG	CH		29.383	113.083	#FIELD!	19560820	20190423
575940	99999	CHONG-YANG (?)	CH		#FIELD!	#FIELD!	#FIELD!	19800705	20020822
575970	99999	MA-AO (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740426	20020621
575980	99999	XIUSHUI	CH		29.033	114.583	#FIELD!	19560820	20190423
575990	99999	BOGUS CHINESE	CH		#FIELD!	#FIELD!	#FIELD!	19731202	19850302
576020	99999	LUZHOU	CH		28.883	105.433	#FIELD!	19450630	20021231
576040	99999	NAXI	CH		28.783	105.383	#FIELD!	20030330	20190423
576060	99999	CH'IH-SHUI HO	CH		28.483	105.933	#FIELD!	19570701	20100424
576070	99999	DA-BA	CH		#FIELD!	#FIELD!	#FIELD!	19740613	20020911
576080	99999	XUYONG/YONGNING	CH		28.217	105.433	#FIELD!	19591209	20100424
576140	99999	CHIU-HSI-SHUI SOUTH	CH		28.567	106.083	#FIELD!	19600201	19610222
576220	99999	JINFO SHAN (MOUNT)	CH		28.950	107.150	#FIELD!	19560820	20020613
576230	99999	CHEN-NAN	CH		#FIELD!	#FIELD!	#FIELD!	19740425	20020410
576320	99999	CHANG-PU-QI	CH		#FIELD!	#FIELD!	#FIELD!	19740421	20020622
576330	99999	YOUYANG	CH		28.833	108.767	#FIELD!	19560820	20190423
576450	99999	HUA-YUAN	CH		#FIELD!	#FIELD!	#FIELD!	19740425	20020406
576460	99999	APPROXIMATE LOCALE	CH		28.500	109.833	#FIELD!	19740423	20020927
576490	99999	QIAN-ZHOU-ZHEN	CH		28.267	109.683	#FIELD!	19600101	20100424
576530	99999	BOGUS CHINESE	CH		#FIELD!	#FIELD!	#FIELD!	19740421	19840602
576550	99999	YUANLING	CH		28.467	110.400	#FIELD!	19560820	20190423
576590	99999	APPROXIMATE LOCALE	CH		28.167	110.967	#FIELD!	19740421	20020809
576620	99999	CHANGDE	CH		29.050	111.683	#FIELD!	19560820	20190423
576630	99999	HAN-SHOU (?)	CH		#FIELD!	#FIELD!	#FIELD!	19800706	20020608
576650	99999	BOGUS CHINESE	CH		#FIELD!	#FIELD!	#FIELD!	19740601	20041112
576660	99999	MA-JI-TANG (?)	CH		#FIELD!	#FIELD!	#FIELD!	19731108	20120913
576670	99999	DARONGTANG SOUTHEAST	CH		28.317	111.133	#FIELD!	19740421	19740919
576690	99999	MEI-CHENG-ZHEN	CH		28.150	111.633	#FIELD!	19570602	20100424
576710	99999	YUANJIANG	CH		28.850	112.383	#FIELD!	19570602	20100424
576720	99999	YUAN-JIANG	CH		#FIELD!	#FIELD!	#FIELD!	19731101	20020528
576760	99999	BOGUS CHINESE	CH		#FIELD!	#FIELD!	#FIELD!	19740427	20020310
576770	99999	BOGUS CHINESE	CH					19890101	20020921
576790	99999	CHANGSHA/DATUOPU	CH	ZGCS	28.200	113.083	#FIELD!	19560820	19880714
576820	99999	PINGJIANG	CH		28.750	113.617	#FIELD!	19591101	20100424
576870	99999	CHANGSHA	CH		28.117	112.783	#FIELD!	19440214	20190423
576930	99999	SHI-MEN-LOU	CH		28.983	114.850	#FIELD!	19740427	20020709
576990	99999	SHANG-GAO	CH		#FIELD!	#FIELD!	#FIELD!	19740425	20010819
577060	99999	BOGUS CHINESE	CH		#FIELD!	#FIELD!	#FIELD!	19801001	20010715
577070	99999	BIJIE	CH		27.300	105.233	#FIELD!	19560820	20190423
577080	99999	DA-FANG	CH		27.150	105.600	#FIELD!	19731016	20020530
577120	99999	HUICHUAN	CH		27.733	106.950	#FIELD!	19800701	20190423
577130	99999	ZUNYI	CH		27.700	106.883	#FIELD!	19560820	20110108
577150	99999	BOGUS CHINESE	CH		#FIELD!	#FIELD!	#FIELD!	19740423	20020503
577160	99999	APPROXIMATE LOCALE	CH		27.500	106.833	#FIELD!	19740425	20020627
577220	99999	MEITAN SOUTHWEST	CH		27.750	107.433	#FIELD!	19591209	19610228
577230	99999	LONG-ZHUAN	CH		#FIELD!	#FIELD!	#FIELD!	19800710	20011201
577250	99999							20011011	20020519
577260	99999	BOGUS CHINESE	CH		#FIELD!	#FIELD!	#FIELD!	19740610	20020123
577310	99999	SINAN	CH		27.950	108.250	#FIELD!	19570701	20190423
577320	99999	DE-WANG	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020615
577380	99999	CHEN-YUAN	CH		27.050	108.400	#FIELD!	19560820	19580203
577410	99999	TONGREN NORTHWEST	CH		27.733	109.167	#FIELD!	19591209	19610228
577450	99999	ZHIJIANG	CH		27.450	109.683	#FIELD!	19430930	20190423
577490	99999	HUAIHUA	CH		27.567	110.000	#FIELD!	19800307	20021205
577530	99999	XU-BU	CH		27.917	110.583	#FIELD!	19730906	20021007
577540	99999	QIAN-YANG (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740427	20020306
577590	99999	LONG-HUI-ANG	CH		27.350	110.950	#FIELD!	19800410	20020331
577650	99999	APPROXIMATE LOCALE	CH		27.500	111.500	#FIELD!	19801001	20050518
577660	99999	SHAOYANG	CH		27.183	111.450	#FIELD!	19570602	20190423
577720	99999	XIANG-XIANG	CH		27.733	112.533	#FIELD!	19740802	20020316
577730	99999	XIANG-TAN	CH		27.883	112.917	#FIELD!	19740802	20020827
577740	99999	SHUANG-FENG	CH		27.450	112.200	#FIELD!	19570602	20100424
577760	99999	NANYUE	CH		27.300	112.700	#FIELD!	19560820	20190423
577830	99999	TONG-MU	CH		#FIELD!	#FIELD!	#FIELD!	19731004	19840529
577920	99999	YI-CHUN	CH		#FIELD!	#FIELD!	#FIELD!	19740111	20011111
577930	99999	YICHUN	CH		27.800	114.383	#FIELD!	19560820	20190423
577990	99999	JI'AN	CH		27.117	114.967	#FIELD!	19560820	20190423
578020	99999	APPROXIMATE LOCATIO	CH		26.833	105.500	#FIELD!	19801001	20041009
578030	99999	ZHI-JIN	CH		26.700	105.767	#FIELD!	19600301	20100424
578060	99999	ANSHUN	CH		26.267	105.967	#FIELD!	19591202	20100424
578070	99999	LANG-TAI	CH		26.050	105.217	#FIELD!	19731004	20041122
578130	99999	YANG-CHANG (?)	CH		#FIELD!	#FIELD!	#FIELD!	19730813	20020803
578160	99999	LONGDONGBAO	CH	ZUGY	26.539	106.801	#FIELD!	19450204	20190423
578220	99999	FUQUAN	CH		26.700	107.500	#FIELD!	19731004	19740914
578230	99999	DAO-PING (?)	CH		#FIELD!	#FIELD!	#FIELD!	19800707	20040522
578250	99999	MA-JIANG	CH		26.500	107.583	#FIELD!	19450310	20100424
578310	99999	TAI-JIANG	CH		26.667	108.333	#FIELD!	19730816	20010725
578320	99999	SANSUI	CH		26.967	108.667	#FIELD!	19591209	20190423
578340	99999	LEISHAN NORTHEAST	CH		26.433	108.133	#FIELD!	19740421	19740819
578430	99999	HUI-TONG	CH		26.867	109.717	#FIELD!	19800304	20011124
578450	99999	TONGDAO	CH		26.167	109.783	#FIELD!	19591101	20190423
578470	99999							20010909	20020526
578530	99999	WUGANG	CH		26.733	110.633	#FIELD!	19570601	20190423
578660	99999	LINGLING	CH		26.233	111.617	#FIELD!	19430531	20190423
578720	99999	HENGYANG	CH		26.933	112.583	#FIELD!	19430831	20100424
578820	99999	CHA-LING	CH		#FIELD!	#FIELD!	#FIELD!	19730103	19840930
578830	99999	CHALING	CH		26.800	113.533	#FIELD!	19570601	20020922
578910	99999	HECHUAN	CH		26.950	114.233	#FIELD!	19610901	19630131
578930	99999	TAI-HO	CH		26.783	114.900	#FIELD!	19730103	20020723
578960	99999	HUANGDIAN	CH		26.250	114.333	#FIELD!	19570601	19610314
578961	99999	SUI-CHUAN	CH		26.333	114.500	#FIELD!	19430930	19460228
579010	99999	HUA-GONG	CH		#FIELD!	#FIELD!	#FIELD!	19800706	20040214
579020	99999	XINGREN	CH		25.433	105.183	#FIELD!	19560820	20190423
579060	99999	ZHEN-FENG	CH		25.383	105.650	#FIELD!	19600701	20100424
579090	99999	WANGMO NORTHWEST	CH		25.250	105.867	#FIELD!	19600201	19600229
579110	99999	GUDONG WEST	CH		25.950	107.133	#FIELD!	19740421	19740819
579130	99999	APPROXIMATE LOCATIO	CH		25.833	106.833	#FIELD!	19801004	19850710
579160	99999	LUODIAN	CH		25.433	106.767	#FIELD!	19560820	20190423
579220	99999	DUSHAN	CH		25.833	107.550	#FIELD!	19450430	20190423
579230	99999	JIANGZHAI	CH		25.883	107.750	#FIELD!	19731119	19740912
579250	99999	LIU-CHAI	CH		25.300	107.400	#FIELD!	19570602	19830914
579270	99999	APPROXIMATE LOCALE	CH		25.283	107.300	#FIELD!	19740425	20020611
579310	99999	APPROXIMATE LOCALE	CH		25.850	108.083	#FIELD!	19740601	20011025
579320	99999	RONGJIANG	CH		25.967	108.533	#FIELD!	19560820	20190423
579440	99999	GONGDONG SOUTHEAST	CH		25.533	109.200	#FIELD!	19740421	19741202
579470	99999	RONG-SHUI	CH		25.067	109.250	#FIELD!	19570603	20100424
579570	99999	LIANGJIANG	CH	ZGKL	25.218	110.039	#FIELD!	19430606	20190423
579580	99999	NAME UNKNOWN	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020507
579600	99999	DAO XIAN NORTH	CH		25.550	111.583	#FIELD!	19610107	19610314
579620	99999	NAME UNKNOWN (ONC)	CH		#FIELD!	#FIELD!	#FIELD!	19740513	20021205
579650	99999	DAOXIAN	CH		25.617	111.600	#FIELD!	19730101	20100424
579660	99999	NING-YUAN (?)	CH		#FIELD!	#FIELD!	#FIELD!	19800405	20020106
579680	99999	TUO-JIANG (?)	CH		25.183	111.583	#FIELD!	19570601	19850331
579720	99999	CHENZHOU	CH		25.733	112.967	#FIELD!	19560820	20190423
579730	99999	GUI-YANG (?)	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020326
579820	99999	APPROXIMATE LOCALE	CH		25.833	113.500	#FIELD!	19740729	20020909
579830	99999	NAME UNKNOWN	CH		#FIELD!	#FIELD!	#FIELD!	19740806	20040118
579920	99999	SHANG-YU	CH		25.800	114.533	#FIELD!	19730103	20020516
579930	99999	GANZHOU	CH	ZSGZ	25.850	114.950	#FIELD!	19441130	20190423
579931	99999	YAOQIANG	CH	ZSJN	36.857	117.216	#FIELD!	20050617	20190423
579950	99999							19740611	19740915
579960	99999	XIN-FENG	CH		25.400	114.933	#FIELD!	19591101	20100424
580050	99999	SHANGQIU	CH		34.400	115.633	#FIELD!	19610801	20040515
580150	99999	TANG-SHAN	CH		34.417	116.333	#FIELD!	19570531	20100424
580270	99999	XUZHOU	CH		34.283	117.150	#FIELD!	19560820	20190423
580280	99999	XUZHOU / GUANYIN ARPT	CH	ZSXZ	34.059	117.556	#FIELD!	19731104	20031001
580400	99999	GANYU	CH		34.850	119.133	#FIELD!	19580104	20190423
580440	99999	NANCHENG NORTHEAST	CH		34.583	119.250	#FIELD!	19560821	19571231
580570	99999	LIUDUO SOUTHWEST	CH		34.067	120.217	#FIELD!	19570602	19591231
580830	99999	BOGUS CHINESE	CH					19801003	20020923
581020	99999	BOXIAN	CH		33.783	115.733	#FIELD!	19560821	20190423
581220	99999	SUINING	CH		33.900	117.950	#FIELD!	19570601	20100424
581340	99999	SI-HONG	CH		33.467	118.217	#FIELD!	19740401	20020717
581370	99999	SHUANG-GOU	CH		33.217	118.183	#FIELD!	19800707	20030213
581380	99999	HONGZE HU (LAKE)	CH		33.333	118.667	#FIELD!	19570602	20100424
581400	99999	CHIANELO	CH		26.767	117.367	#FIELD!	19790710	19810529
581410	99999	HUAIYIN	CH		33.633	118.933	#FIELD!	20040713	20190423
581440	99999	QINGJIANG	CH		33.600	119.033	#FIELD!	19560820	20040206
581500	99999	SHEYANG	CH		33.750	120.300	#FIELD!	19600101	20190329
581930	99999	NAME/LOCATION UNKN	CH		#FIELD!	#FIELD!	#FIELD!	19801005	20020111
582020	99999	TSAOCHUANG	CH		#FIELD!	#FIELD!	#FIELD!	19740426	20020319
582030	99999	FUYANG	CH		32.867	115.733	#FIELD!	19570601	20190423
582070	99999	HUANG-CHUAN (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740425	20020511
582080	99999	GUSHI	CH		32.167	115.617	#FIELD!	19560820	20190423
582110	99999	YING-SHANG	CH		#FIELD!	#FIELD!	#FIELD!	19801001	20020615
582150	99999	SHOUXIAN/SHOUYANG	CH		32.583	116.783	#FIELD!	19570601	20100424
582210	99999	BENGBU	CH		32.850	117.300	#FIELD!	19560820	20190329
582310	99999	JIA-SHAN	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020809
582340	99999	CHU-XIAN	CH		#FIELD!	#FIELD!	#FIELD!	19740425	20030413
582360	99999	CHUZHOU EAST	CH		32.317	118.333	#FIELD!	19570601	19610322
582370	99999	JIANG-PU (?)	CH		#FIELD!	#FIELD!	#FIELD!	19800703	20020731
582380	99999	LUKOU	CH	ZSNJ	31.742	118.862	#FIELD!	19560820	20190423
582390	99999	LISHE	CH	ZSNB	29.825	121.465	#FIELD!	20040825	20190423
582410	99999	GAOYOU	CH		32.783	119.450	#FIELD!	19591101	20100424
582440	99999	DAYIJI NORTH	CH		32.550	119.233	#FIELD!	19740112	20120523
582450	99999	YANG-ZHOU (?)	CH		#FIELD!	#FIELD!	#FIELD!	19740423	20040128
582500	99999	HAIAN NORTHEAST	CH		32.567	120.467	#FIELD!	19731004	19741204
582510	99999	DONGTAI	CH		32.850	120.283	#FIELD!	19560820	20190423
582520	99999	AN-FENG	CH		#FIELD!	#FIELD!	#FIELD!	19801001	20030227
582580	99999	MO-TOU AIR BASE	CH		32.267	120.500	#FIELD!	19740611	19840120
582590	99999	NANTONG/JINSHA	CH		32.100	120.867	#FIELD!	19570601	20100424
582650	99999	LUSI	CH		32.067	121.600	#FIELD!	19570602	20190423
582660	99999	BOGUS CHINESE	CH					19830701	19890503
582670	99999	RU-DONG	CH		#FIELD!	#FIELD!	#FIELD!	19731109	20050405
583140	99999	HUOSHAN	CH		31.400	116.333	#FIELD!	19560820	20190423
583210	99999	LUOGANG	CH	ZSOF	31.780	117.298	#FIELD!	19560820	20190423
583211	99999	PUDONG	CH	ZSPD	31.143	121.805	#FIELD!	20040713	20190423
583212	99999	JINJIANG AIRPORT	CH	ZSQZ	24.796	118.590	#FIELD!	20100727	20150322
583213	99999	ZHOUSHAN AIRPORT	CH	ZSZS	29.934	122.362	#FIELD!	20110116	20140826
583230	99999	SHIH-TANG-JIAO BASE	CH		#FIELD!	#FIELD!	#FIELD!	19801012	20020301
583240	99999	SHAN-HE	CH		#FIELD!	#FIELD!	#FIELD!	19731005	20031011
583250	99999	SHENG-JIA-QIAO	CH		#FIELD!	#FIELD!	#FIELD!	19801005	20030306
583260	99999	CHAOHU WEST	CH		31.600	117.833	#FIELD!	19570601	19610314
583270	99999	KONG-CHENG	CH		#FIELD!	#FIELD!	#FIELD!	19801005	20010713
583280	99999	HUANG GU-JIA	CH		#FIELD!	#FIELD!	#FIELD!	19801002	20050524
583340	99999	WU-HU	CH		31.333	118.350	#FIELD!	19570601	19860114
583380	99999	WUHUXIAN	CH		31.150	118.583	#FIELD!	19860101	20190423
583430	99999	CHANGZHOU	CH		31.767	119.950	#FIELD!	19560820	20100424
583450	99999	LIYANG	CH		31.433	119.483	#FIELD!	19570601	20190423
583570	99999	WA LI	CH		#FIELD!	#FIELD!	#FIELD!	19730103	20020523
583580	99999	SUZHOU	CH		31.267	120.617	#FIELD!	19570602	20100424
583620	99999	SHANGHAI	CH		31.400	121.467	#FIELD!	19910615	20190423
583670	99999	HONGQIAO INTL	CH	ZSSS	31.198	121.336	#FIELD!	19560820	20190423
583680	99999	BOGUS CHINESE	CH					19801004	20031129
583780	99999	HUINAN EAST	CH		31.183	122.367	#FIELD!	19731004	19740919
584020	99999	YINGSHAN	CH		30.750	115.667	#FIELD!	19591101	20100424
584030	99999	LEI-CHIA-TIEN WEST	CH		30.883	115.717	#FIELD!	19731004	19740817
584070	99999	QIZHOU	CH		30.067	115.333	#FIELD!	19570601	20100424
584080	99999	MEI-CHUAN	CH		30.133	115.600	#FIELD!	19731004	20040703
584140	99999	TAI-HU	CH		#FIELD!	#FIELD!	#FIELD!	19800706	20020303
584240	99999	ANQING	CH		30.617	116.967	#FIELD!	19560820	20190423
584360	99999	HELIXI	CH		30.633	118.967	#FIELD!	19570601	19740813
584370	99999	HUANG SHAN	CH		30.133	118.150	#FIELD!	19560820	20190423
584380	99999	JING-DE	CH		#FIELD!	#FIELD!	#FIELD!	19730403	20040928
584450	99999	TIANMU SHAN (MTNS)	CH		30.350	119.417	#FIELD!	19570603	20020209
584470	99999	HE-QIAO	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020730
584510	99999	WU-XING	CH		#FIELD!	#FIELD!	#FIELD!	19800809	20020709
584560	99999	HUANG WAN	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020118
584570	99999	XIAOSHAN	CH	ZSHC	30.228	120.432	#FIELD!	19560820	20190423
584580	99999	SHAO-XING (?)	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020708
584610	99999	JIN-SHAN	CH		#FIELD!	#FIELD!	#FIELD!	19740421	20040716
584620	99999	MIN-HANG	CH		#FIELD!	#FIELD!	#FIELD!	19730702	20020612
584640	99999	ZHA-PU	CH		30.617	121.083	#FIELD!	19570601	20100424
584670	99999	YU-YAO	CH		#FIELD!	#FIELD!	#FIELD!	19570602	20070727
584720	99999	SHENGSI	CH		30.733	122.450	#FIELD!	19581001	20190423
584730	99999	SHENG SHANG	CH		30.717	122.817	#FIELD!	19800401	20020502
584740	99999	DACHU SHAN	CH		30.450	122.300	#FIELD!	19891201	20050728
584760	99999	LANG-GANG ISLAND	CH		30.433	122.917	#FIELD!	19800401	20020519
584770	99999	DINGHAI	CH		30.033	122.117	#FIELD!	19560820	20190423
584780	99999	ZHI-ZHI ISLAND	CH		#FIELD!	#FIELD!	#FIELD!	19740426	20030310
585020	99999	FENLU SOUTHEAST	CH		29.750	115.917	#FIELD!	19560820	19631231
585060	99999	LU SHAN	CH		29.583	115.983	#FIELD!	19560820	20190423
585170	99999	BOGUS CHINESE	CH					19801003	20020629
585190	99999	GU-XIAN-DU	CH		29.083	116.883	#FIELD!	19570602	20100424
585210	99999	APPROXIMATE LOCATIO	CH		29.833	117.167	#FIELD!	19801010	20060214
585270	99999	JINGDEZHEN	CH		29.300	117.200	#FIELD!	19560820	20190423
585280	99999	KOMATSUSHIMA AB	CH		29.167	117.500	#FIELD!	19801002	20020702
585290	99999	APPROXIMATE LOCATIO	CH		29.167	117.833	#FIELD!	19801002	19840529
585310	99999	TUNXI	CH		29.717	118.267	#FIELD!	19570601	20130218
585320	99999	SHE-XIAN	CH		#FIELD!	#FIELD!	#FIELD!	19740802	20011203
585370	99999	HUA-BU	CH		#FIELD!	#FIELD!	#FIELD!	19740423	20020214
585430	99999	CHUN AN	CH		29.617	119.017	#FIELD!	20070727	20190423
585490	99999	JINHUA	CH		29.150	119.633	#FIELD!	19570602	20100424
585540	99999	YI-WU/AIRFIELD	CH		29.350	120.017	#FIELD!	19740421	20030330
585560	99999	SHENGXIAN	CH		29.600	120.817	#FIELD!	19570601	20190423
585590	99999	TIAN-TAI	CH		29.150	121.017	#FIELD!	19740422	20020524
585620	99999	NINGBO	CH		29.917	121.467	#FIELD!	19570601	20100424
585690	99999	SHIPU	CH		29.200	121.950	#FIELD!	19570601	20190423
586060	99999	CHANGBEI INTL	CH	ZSCN	28.865	115.900	#FIELD!	19560820	20190423
586070	99999	HUI-HE	CH		#FIELD!	#FIELD!	#FIELD!	19740422	19840609
586080	99999	QINGJIANG/ZHANGSHUZ	CH		28.050	115.533	#FIELD!	19570601	20021209
586180	99999	POTOU	CH		38.083	116.550	#FIELD!	19970611	20041004
586210	99999	LE-PING (?)	CH		28.983	117.117	#FIELD!	19740424	19810525
586250	99999	YI-YANG	CH		#FIELD!	#FIELD!	#FIELD!	19740112	19841121
586260	99999	SHANGRAO	CH		28.483	117.983	#FIELD!	19570301	20100424
586270	99999	XIONGSHI NORTHEAST	CH		28.300	117.217	#FIELD!	19740423	19740919
586310	99999	YU-SHAN	CH		28.667	118.250	#FIELD!	19740421	19840505
586320	99999	CHANG-SHAN	CH		28.933	118.500	#FIELD!	19740425	20030101
586330	99999	QU XIAN	CH		28.967	118.867	#FIELD!	19560820	20190423
586340	99999	YUSHAN	CH		28.683	118.250	#FIELD!	19570601	20100424
586440	99999							19740503	19740810
586450	99999							19740523	19740723
586460	99999	LISHUI	CH		28.450	119.917	#FIELD!	19560820	20190423
586470	99999	LONGQUAN	CH		28.100	119.083	#FIELD!	19570301	20041123
586480	99999	AN-REN	CH		28.050	119.333	#FIELD!	19740421	19840513
586530	99999	KUOCANG SHAN	CH		28.817	120.917	#FIELD!	19570601	20011017
586540	99999	JIN-YUN	CH		#FIELD!	#FIELD!	#FIELD!	19740425	19840517
586550	99999	YONG-LIN	CH		#FIELD!	#FIELD!	#FIELD!	19731004	20020429
586580	99999	KENG-KOU	CH		#FIELD!	#FIELD!	#FIELD!	19740616	20020116
586590	99999	WENZHOU	CH	ZSWZ	28.017	120.667	#FIELD!	19560820	20181113
586600	99999	LINHAI (REPLACED BY 58652 - X	CH		28.850	121.133	#FIELD!	19940801	20111121
586620	99999	HAI-MEN	CH		28.683	122.133	#FIELD!	19731004	20020617
586650	99999	HONGJIA	CH		28.617	121.417	#FIELD!	19560820	20100424
586660	99999	DACHEN DAO	CH		28.450	121.883	#FIELD!	19591101	20190423
586670	99999	YU-HUAN	CH		28.133	121.217	#FIELD!	19570601	20100424
586690	99999	SONGMEN SOUTHEAST	CH		28.283	121.733	#FIELD!	19731026	19740801
587130	99999	HUANG-SHI-DU	CH		#FIELD!	#FIELD!	#FIELD!	19740601	20020803
587150	99999	NANCHENG	CH		27.583	116.650	#FIELD!	19560820	20190423
587210	99999	NAME UNKNOWN (ONC)	CH		27.717	117.050	#FIELD!	19740425	19851024
587230	99999							19740601	19740919
587250	99999	SHAOWU	CH		27.333	117.467	#FIELD!	19570602	20190423
587260	99999	QIXIAN SHAN	CH		27.950	117.833	#FIELD!	19560820	19940718
587300	99999	WUYISHAN	CH		27.767	118.033	#FIELD!	19920301	20190423
587310	99999	PUCHENG	CH		27.917	118.533	#FIELD!	19560820	20190423
587320	99999	APPROXIMATE LOCATIO	CH		27.833	118.500	#FIELD!	19801001	20011230
587340	99999	JIAN-YANG	CH		#FIELD!	#FIELD!	#FIELD!	19570601	20020620
587350	99999	APPROXIMATE LOCATIO	CH		27.500	118.500	#FIELD!	19801001	20020518
587360	99999	XIONG MOUNTAIN	CH		#FIELD!	#FIELD!	#FIELD!	19600309	19840815
587370	99999	JIAN'OU	CH		27.050	118.317	#FIELD!	19570601	20100424
587450	99999	SHOU-NING	CH		27.467	119.483	#FIELD!	19570609	20020730
587470	99999	LI-MEN	CH		#FIELD!	#FIELD!	#FIELD!	19740425	20030610
587490	99999	FU AN	CH		#FIELD!	#FIELD!	#FIELD!	19740601	19850920
587520	99999	RUIAN	CH		27.783	120.650	#FIELD!	20040713	20190423
587530	99999	RUI-AN	CH		#FIELD!	#FIELD!	#FIELD!	19731006	20021127
587540	99999	FUDING	CH		27.333	120.200	#FIELD!	19560820	20190423
587600	99999							20020207	20021209
587640	99999	DONG-GUA ISLAND	CH		27.633	121.050	#FIELD!	19591101	20010912
587650	99999	NANJI SHAN	CH		27.467	121.050	#FIELD!	19731004	20020120
588110	99999	LO-KOU	CH		26.850	116.067	#FIELD!	19731113	19741008
588130	99999	GUANGCHANG	CH		26.850	116.333	#FIELD!	19570610	20190423
588150	99999	NING-HUA	CH		26.267	116.650	#FIELD!	19730102	20020624
588200	99999	SANMING	CH		26.183	117.617	#FIELD!	19570601	20100424
588210	99999	TAI-NING	CH		26.900	117.167	#FIELD!	19730810	20051025
588250	99999	JIANG-LE	CH		26.767	117.367	#FIELD!	19730102	20020517
588260	99999	SHA-XIAN	CH		26.400	117.783	#FIELD!	19730102	20050506
588310	99999	XIA-YANG	CH		26.783	118.000	#FIELD!	19570601	20020511
588340	99999	NANPING	CH		26.633	118.150	#FIELD!	19560820	20190423
588370	99999	YOU-XI	CH		26.167	118.183	#FIELD!	19730103	20020610
588380	99999	SHUANG-KENG	CH		#FIELD!	#FIELD!	#FIELD!	19731004	19840507
588460	99999	LUOYUAN	CH		26.517	119.533	#FIELD!	19570602	20100424
588470	99999	FUZHOU	CH		26.083	119.283	#FIELD!	19560820	20190423
588480	99999	SANYA	CH		#FIELD!	#FIELD!	#FIELD!	19731008	20020220
588490	99999	MAZU	CH		26.167	119.933	#FIELD!	19560821	20050830
588500	99999	SONGCHENG NORTHEAST	CH		26.933	120.067	#FIELD!	19600506	19631031
